,question
3096,充电柜位置不对
3097,换电柜定位不准地址错误
3098,柜子位置不对
3099,定位也不准每个柜子到定位都得找
3100,换电柜位置不准
3101,真他妈服了那换电柜位置又不准
3102,怎么不显示附近哪里有换电柜不更新位置呢关机重启也不行
3103,电池柜定位不准
3104,我今天退电池了电瓶已经还回去了手机显示退电失败
3105,退电显示申请空箱失败
3106,为什么退电失败
3107,退换电池申请柜失败怎么回事
3108,退电池申请空箱失败
3109,为什么退电池显示退电失败
3110,显示退电失败
3111,为什么显示退电失败
3112,扫二维码显示退电失败
3113,退电失败是怎么回事
3114,为什么会退电失败
3115,我的电视已经退电了说我退电失败电池已经还进去了
3116,退电池显示申请空柜失败
3117,退电申请空箱失败
3118,退电柜申请失败
3119,退电失败怎么办
3120,怎么退电失败呢
3121,为什么我退电池电池放进去了显示退电失败
3122,怎么会退电失败的
3123,关了门显示我退电失败
3124,退电池电池已经放进去了结果显示退电失败箱子也不打开了
3125,你好我这里退电失败
3126,刚才退电失败
3127,电池放进去了显示退电失败
3128,放进去了又突然说退电失败
3129,电池已经退还至电柜中为什么提现审核失败
3130,但是还是退电失败
3131,还是退电失败
3132,退电失败是什么意思
3133,这退电池怎么是空箱请失败
3134,电池退电失败
3135,我退电池放反了现在显示退电失败怎么弄
3136,电池退电失败电池已经放进去了怎么办
3137,我退电扫码显示退电失败
3138,退电池显示失败
3139,现在退电池失败
3140,为什么退电失败啊
3141,然后它提示还电失败电瓶已经在柜子里面了我现在也不用了
3142,还电池失败
3143,2还电失败
3144,1还电失败
3145,还电失败电瓶都还进去了
3146,还电失败是什么意思
3147,还有换电失败是什么鬼
3148,实名认证闪退
3149,直接闪退出来
3150,手机开着的自己闪退
3151,要我实名我实名你们闪退
3152,检测到该应用在环境中运行闪退
3153,我登录不上
3154,现在登录不上
3155,为啥总是登录不上
3156,显示版本过低怎么更新
3157,提示版本过低
3158,显示版本过低怎么弄都不行
3159,老显示版本过低怎么弄都不行
3160,点击登录就提示版本过低请升级
3161,怎么换个手机就登录不了呢显示版本低
3162,版本更新后低电量的备用模式没有了吗
3163,版本低登录不上去
3164,这个接口和我电车的不匹配
3165,你的线材跟电池完全不匹配呀我这个老是容易断电这个事情怎么处理
3166,电线不匹配
3167,电池和车里的接口不匹配用不了
3168,你好请问我购买套餐取出电池后发现接口不匹配当时直接退了一天没用购买套餐的钱可以退回来吗
3169,我第一次用线不匹配怎么办
3170,口子不匹配
3171,我想问一下这个电池匹不匹配
3172,充电口不匹配
3173,电池跟车不匹配
3174,你好我这边租了个套餐但是电池接口不匹配能退吗
3175,转接头和电池接口不匹配
3176,就是电池不匹配
3177,转接线也不匹配
3178,这种租金这个电池容量不匹配
3179,电池不匹配套餐能退吗
3180,用了这么久了匹配不匹配还用检测么
3181,接口不匹配啊
3182,10月1号晚上9点56分七天租电99块钱这笔订单插头不匹配我要退款
3183,电池和电动车插电接口不匹配
3184,我发现这个线和我原本的线不匹配
3185,电池不匹配
3186,这样不匹配的插口就可以用了是吗
3187,跟雅迪电动车的转接线不匹配
3188,我已经购买了一根线了跟雅迪不匹配怎么办
3189,会不会跟控制器不匹配
3190,你们的电池和我的电瓶车电池不匹配我要退款
3191,如果买了换电套餐用了一次后发现用不上不匹配怎么办能退吗
3192,购买的48电池和车辆不匹配能不能换成60的
3193,电池型号不匹配
3194,不匹配我现在的转接头
3195,我租的电池和我的车不匹配用不了
3196,电池跟我电动车不匹配
3197,退了吧电池不匹配
3198,不匹配用着干嘛
3199,电池不匹配怎么退款
3200,就是我下错单了跟我那个插头不匹配我可以退吗
3201,电池不匹配可以退款吗
3202,所以不匹配
3203,是这样的我用了这个套餐刚刚才开的然后发现和自己的车子不匹配
3204,你们这个也有那个转接线吗还是不匹配
3205,那个电池不匹配
3206,电池不匹配怎么办
3207,不匹配怎么办
3208,因为咱们这的电池跟车不匹配我这两天一直在改车去了几个修车的改了之后都不好用
3209,咋跟电动车头不匹配
3210,那可以退款吗扣今天的钱不匹配也不能用啊
3211,你们是提供服务的喂你们的电池和我车不匹配那你们就无法给我提供服务了那麻烦帮我申请一下退款吧
3212,你们的线都不匹配的
3213,吐出来的电池不匹配
3214,电动车与电池不匹配
3215,这个接口和我车不匹配啊
3216,我去电动车店看过了就是电池功率和我电动车不匹配
3217,您好昨天我取出没有使用在很短的时间内就放回了因为接口不匹配为什么还是要收50不能退款吗
3218,可能是电池的功率不匹配
3219,我也不知道你们这个电瓶和我电动车功率不匹配
3220,我的车跟这个电池不匹配
3221,电池用不了跟我的电动车插头不匹配
3222,我的电动车跟你们电池插口不匹配怎么办
3223,我看了你发的图不匹配
3224,你好我在这里买了一个电池我的车不匹配
3225,就是不匹配啊
3226,换不了线不匹配
3227,你好我这个电动车插头和这个电池不匹配
3228,我的那个线不匹配我找了好多个修车店的师傅都没有办法搞
3229,为什么这个线跟我这个车不匹配
3230,你好我想问电池线材跟我车子不匹配怎么办
3231,接电动车的这头和我车不匹配
3232,电瓶车插头与电池不匹配
3233,不匹配几把
3234,不换回去换48不匹配
3235,电瓶车插头和电瓶的对不上怎么办
3236,电池插孔对不上
3237,电池插孔对不上我压根就用不了
3238,别骗我去重新搞一颗到时候又对不上
3239,扫了接口对不上
3240,个你们两孔电动车三孔对不上
3241,我刚把线弄好刚才因为接口对不上我放柜里了
3242,接口对不上用不了怎么退单
3243,电车的线对不上呀
3244,插头不对和我的电瓶车对不上
3245,插口对不上
3246,我的是72的你们的是60的还有一个插口对不上
3247,线头和我车子对不上
3248,线材跟车已有插口对不上
3249,电池怎么连接电动车-线插不进去
3250,这个线怎么插不进去
3251,这个电池插头有问题插不上去
3252,线的都插不进
3253,这个插头怎么插不进去
3254,电池插不上我的车怎么办
3255,插头好像插不上
3256,现在插都插不进去
3257,就是我那个插不上
3258,这个接口有问题插不上
3259,这头插不进
3260,插不上我车
3261,插头插不上
3262,转接线插不进去
3263,那个线插在电池上插不紧
3264,你好换了个电池插头插不进去了
3265,你好线材插头不对插不上
3266,怎么插不进去
3267,线插不上去
3268,这个线插不上
3269,插头插不去
3270,就是插不进去
3271,这个插口插不进去
3272,这个线插不进去
3273,都是插不进去的
3274,这个头插不进去
3275,电池插头插不进去
3276,电池这边插不了怎么办
3277,你好我现在这电池插不进去
3278,取出来的线插不上
3279,线材插不进电池接口
3280,插头不对插不上
3281,插的头不对呀插不进去啊
3282,线材插不进去怎么办
3283,这个跟我那个不一样插不进去
3284,电池跟电动车不匹配怎么办
3285,我不知道我的电动车能不能用你们的电池所以我也不敢买套餐啊
3286,电池的头跟我电动车的头不一样
3287,你们的电池和我的电动车插孔不匹配
3288,您好电池太大了电动车用不了啊
3289,我刚开的套餐发现电动车和这个电池接口不一样
3290,但是电动车连上电池之后无法使用
3291,电动车的转接头插不进去电池
3292,电动车用不了这个电池
3293,如果电动车的接口和电池的接口不匹配怎么办
3294,这里换的电池跟我电动车接口不一样呀
3295,我哥买电动车那个换电柜的电池都没有啊
3296,我这边的问题是我的电动车接头和电池接头不样
3297,你们的电池太高了我的电动车装不下
3298,你好我这个电动车用不了你们的电池
3299,我这电动车可以用60的电池但是连接线是三项的
3300,为什么都是60电池我电动车用不了
3301,电池插上去电动车灯亮了但是车不走
3302,电池插头和我的电动车插头不匹配
3303,这个插头插不紧一直松到底什么情况啊这线我也是刚买的
3304,接线头有时候不紧在给我一根吧
3305,线头为何总是差插不紧呢
3306,那个线插在电池上插不紧
3307,为什么有的插口接线能插紧有的插不紧
3308,可以送条线吗我用了一年多了都不紧了
3309,我的线材转换器插不紧电池
3310,电池线子老是松动
3311,线材松动怎么更换线材
3312,线材松插不严
3313,插电口的线松了
3314,插电口那线是松了
3315,之前的线不好用老是松动咋整
3316,电池和连接线老是松开无法接牢
3317,这个线特别松老断电刚用两天
3318,这个转接线松的很一去骑着骑着自己就掉了
3319,你们那个连接线老是松掉
3320,线材接口松了
3321,是转接线接头松了
3322,线材用的容易松啊
3323,是啊线松了
3324,用了这么久线坏了还要我花钱啊
3325,线材坏了能领新的吗
3326,线材坏了还能领新的吗
3327,连接电瓶的线头坏了
3328,线材插头坏了
3329,那个线材才用一个月就磨损坏了
3330,那线材磨损坏了不能换吗
3331,线材坏了怎么办
3332,转接线坏了
3333,坏了不可以换吗线
3334,电线用了三四天就坏了怎么办
3335,转换线坏了能换个新的
3336,接线扦头坏了没地方有吗
3337,连接电池线坏了去哪里换
3338,转换线坏了
3339,线材坏了怎么换
3340,线坏了怎么办
3341,转换线坏了可以可以换吗
3342,你好这个转接线坏了能不能重新申请一个呀
3343,我我的线坏了是需要重新买吗
3344,线坏了则么办
3345,这还是新的转接线不会坏了吧
3346,转接线坏了怎么领取
3347,这个线子老板说是坏的
3348,我想问问我的接头线坏了可以重新拿一根吗
3349,你好你们这个线坏了
3350,线坏了要买吗
3351,转接线坏掉了能更换新的不
3352,转接线坏掉了你们那边能更换新的吗
3353,你好转接线坏掉了能更换吗
3354,线材坏了能免费换吗
3355,你好转接线坏了
3356,线坏了还可以取线吗
3357,线坏了还可以领线吗
3358,你好线坏了要怎么换
3359,线材坏了可以麻烦换吗
3360,这电池线坏的
3361,领取的线坏了能重新加一次机会吗
3362,领取的线坏了
3363,之前买过那个线坏了
3364,我的线材坏了可以送一个吗
3365,我想问下月租多少
3366,月租多少钱
3367,成都60伏电池月租是多少
3368,这个月租多少钱
3369,了解一下租金是多少
3370,多少钱一个月租金
3371,48伏电池租金多少钱一个月
3372,你好租电池一个月多少钱
3373,你就告诉我深圳市租你们的电池多少钱一个月就可以啦谢谢啦
3374,月租是多少钱
3375,租电池多少钱一个月
3376,月租是多少
3377,请问一下月租多少钱我是朋友推荐的
3378,请问一下这个电池月租多少钱
3379,你好一个月租多少钱
3380,你好租一个多少钱
3381,新用户首月月租多少啊
3382,首月租金多少钱
3383,租电池一个月多少钱
3384,电池一个月租金是多少
3385,60电池多少钱租
3386,请问租两个电池的租费是多少呢
3387,月租费多少
3388,租一个月多少钱
3389,你好我租的电池是多少的
3390,咱们月租多少钱
3391,租一个月得多少钱
3392,租金多少钱
3393,租电池多少一个月哦
3394,每个月月租多少
3395,我现在租的多少的电池
3396,没有优惠后续租电多少钱一个月
3397,你好电池租金多少钱一月
3398,租金是多少呢
3399,现在租是多少钱一个月么
